SITE_ID,DATE,SPECIES,DAY,MONTH,YEAR,COUNT
6,2002-08-27,2,27,8,2002,1
6,2002-09-13,2,13,9,2002,1
6,2003-04-15,4,15,4,2003,1
6,2003-05-01,4,1,5,2003,2
6,2003-08-14,2,14,8,2003,3
6,2003-08-20,2,20,8,2003,10
6,2003-08-27,2,27,8,2003,5
6,2003-09-04,2,4,9,2003,7
6,2004-05-07,4,7,5,2004,3
6,2004-05-14,4,14,5,2004,1
6,2004-07-13,2,13,7,2004,1
8,2000-05-06,4,6,5,2000,3
8,2000-05-15,4,15,5,2000,1
8,2000-09-17,2,17,9,2000,2
8,2001-05-22,4,22,5,2001,2
8,2001-07-26,2,26,7,2001,4
8,2001-09-05,2,5,9,2001,2
8,2001-09-21,2,21,9,2001,1
8,2001-09-29,2,29,9,2001,1
8,2002-05-08,4,8,5,2002,1
8,2002-06-26,2,26,6,2002,1
8,2002-07-04,2,4,7,2002,1
8,2002-07-13,2,13,7,2002,1
8,2002-07-17,2,17,7,2002,1
8,2002-08-14,2,14,8,2002,2
8,2002-08-21,2,21,8,2002,18
8,2002-08-28,2,28,8,2002,5
8,2002-09-04,2,4,9,2002,10
8,2002-09-11,2,11,9,2002,3
8,2002-09-17,2,17,9,2002,1
8,2003-04-04,2,4,4,2003,1
8,2003-05-06,4,6,5,2003,1
8,2003-05-15,4,15,5,2003,1
8,2003-06-13,2,13,6,2003,3
8,2003-06-20,2,20,6,2003,10
8,2003-06-24,2,24,6,2003,6
8,2003-07-06,2,6,7,2003,3
8,2003-07-10,2,10,7,2003,1
8,2003-07-24,2,24,7,2003,5
8,2003-08-02,2,2,8,2003,48
8,2003-08-08,2,8,8,2003,36
8,2003-08-16,2,16,8,2003,4
8,2003-08-20,2,20,8,2003,2
8,2003-09-04,2,4,9,2003,2
8,2003-09-09,2,9,9,2003,1
8,2004-04-14,2,14,4,2004,1
8,2004-04-23,2,23,4,2004,4
8,2004-04-23,4,23,4,2004,1
8,2004-05-02,4,2,5,2004,2
8,2004-05-23,2,23,5,2004,1
8,2004-06-13,2,13,6,2004,1
8,2004-06-21,2,21,6,2004,3
8,2004-06-28,2,28,6,2004,1
8,2004-07-06,2,6,7,2004,5
8,2004-07-13,2,13,7,2004,6
8,2004-07-19,2,19,7,2004,1
8,2004-07-23,2,23,7,2004,1
8,2004-08-14,2,14,8,2004,1
8,2004-09-04,2,4,9,2004,1
9,2000-04-07,4,7,4,2000,1
9,2000-05-01,4,1,5,2000,2
9,2000-05-09,4,9,5,2000,3
9,2000-05-13,4,13,5,2000,6
9,2000-07-07,2,7,7,2000,3
9,2000-07-17,2,17,7,2000,1
9,2000-07-22,2,22,7,2000,1
9,2001-05-11,4,11,5,2001,1
9,2001-05-13,4,13,5,2001,1
9,2001-05-21,4,21,5,2001,1
9,2001-05-29,4,29,5,2001,1
9,2001-07-16,2,16,7,2001,1
9,2001-07-23,2,23,7,2001,1
9,2001-08-28,2,28,8,2001,3
9,2001-09-04,2,4,9,2001,4
9,2001-09-09,2,9,9,2001,4
9,2001-09-16,2,16,9,2001,2
9,2001-09-25,2,25,9,2001,1
9,2002-04-03,2,3,4,2002,2
9,2002-04-03,4,3,4,2002,1
9,2002-04-16,4,16,4,2002,1
9,2002-04-23,4,23,4,2002,1
9,2002-05-16,4,16,5,2002,2
9,2002-05-25,4,25,5,2002,2
9,2002-07-29,2,29,7,2002,1
9,2002-08-11,2,11,8,2002,3
9,2002-08-17,2,17,8,2002,8
9,2002-08-21,2,21,8,2002,7
9,2002-08-27,2,27,8,2002,14
9,2003-04-23,2,23,4,2003,1
9,2003-04-23,4,23,4,2003,2
9,2003-04-29,4,29,4,2003,1
9,2003-05-06,4,6,5,2003,2
9,2003-05-14,4,14,5,2003,1
9,2003-05-25,4,25,5,2003,1
9,2003-05-28,4,28,5,2003,1
9,2003-06-05,2,5,6,2003,1
9,2003-06-21,2,21,6,2003,3
9,2003-06-24,2,24,6,2003,3
9,2003-07-06,2,6,7,2003,3
9,2003-07-09,2,9,7,2003,1
9,2003-08-04,2,4,8,2003,17
9,2003-08-10,2,10,8,2003,10
9,2003-08-16,2,16,8,2003,5
9,2003-08-20,2,20,8,2003,3
9,2004-04-14,4,14,4,2004,1
9,2004-04-24,2,24,4,2004,1
9,2004-04-24,4,24,4,2004,2
9,2004-05-02,4,2,5,2004,4
9,2004-05-07,4,7,5,2004,1
9,2004-05-17,4,17,5,2004,1
9,2004-05-24,4,24,5,2004,2
9,2004-06-16,2,16,6,2004,1
9,2004-06-27,2,27,6,2004,1
9,2004-07-06,2,6,7,2004,7
9,2004-07-13,2,13,7,2004,5
9,2004-07-20,2,20,7,2004,2
9,2004-07-23,2,23,7,2004,1
9,2004-07-29,2,29,7,2004,1
10,2000-04-10,4,10,4,2000,3
10,2000-04-29,4,29,4,2000,17
10,2000-05-09,4,9,5,2000,20
10,2000-05-13,4,13,5,2000,33
10,2000-06-02,4,2,6,2000,5
10,2000-06-07,4,7,6,2000,5
10,2000-06-17,2,17,6,2000,2
10,2000-06-24,2,24,6,2000,1
10,2000-08-12,2,12,8,2000,1
10,2000-08-24,2,24,8,2000,2
10,2000-09-04,2,4,9,2000,3
10,2001-05-02,2,2,5,2001,2
10,2001-05-02,4,2,5,2001,6
10,2001-05-08,2,8,5,2001,1
10,2001-05-08,4,8,5,2001,7
10,2001-05-19,4,19,5,2001,1
10,2001-06-08,2,8,6,2001,1
10,2001-06-08,4,8,6,2001,2
10,2001-06-25,2,25,6,2001,1
10,2001-07-02,2,2,7,2001,2
10,2001-07-13,2,13,7,2001,2
10,2001-08-19,2,19,8,2001,1
10,2001-09-01,2,1,9,2001,6
10,2001-09-07,2,7,9,2001,6
10,2001-09-10,2,10,9,2001,11
10,2001-09-21,2,21,9,2001,3
10,2001-09-28,2,28,9,2001,1
10,2002-04-04,2,4,4,2002,2
10,2002-04-16,4,16,4,2002,6
10,2002-04-24,2,24,4,2002,1
10,2002-04-24,4,24,4,2002,9
10,2002-05-01,4,1,5,2002,12
10,2002-05-08,2,8,5,2002,1
10,2002-05-08,4,8,5,2002,21
10,2002-05-26,4,26,5,2002,4
10,2002-06-01,4,1,6,2002,4
10,2002-06-19,2,19,6,2002,1
10,2002-07-04,2,4,7,2002,1
10,2002-07-18,2,18,7,2002,1
10,2002-08-07,2,7,8,2002,1
10,2002-08-14,2,14,8,2002,1
10,2002-08-21,2,21,8,2002,1
10,2002-09-21,2,21,9,2002,1
10,2003-04-16,4,16,4,2003,10
10,2003-04-23,2,23,4,2003,1
10,2003-04-23,4,23,4,2003,8
10,2003-05-03,4,3,5,2003,8
10,2003-05-10,4,10,5,2003,6
10,2003-05-15,4,15,5,2003,8
10,2003-06-01,4,1,6,2003,3
10,2003-06-13,2,13,6,2003,3
10,2003-08-03,2,3,8,2003,2
10,2003-08-15,2,15,8,2003,3
10,2003-08-23,2,23,8,2003,1
10,2004-04-19,4,19,4,2004,2
10,2004-04-25,4,25,4,2004,6
10,2004-05-10,2,10,5,2004,1
10,2004-05-10,4,10,5,2004,24
10,2004-05-14,4,14,5,2004,19
10,2004-05-22,4,22,5,2004,2
10,2004-06-01,4,1,6,2004,1
10,2004-06-21,2,21,6,2004,2
10,2004-08-14,2,14,8,2004,1
10,2004-08-26,2,26,8,2004,1
10,2004-09-03,2,3,9,2004,2
10,2004-09-10,2,10,9,2004,1
10,2004-09-24,2,24,9,2004,1
12,2000-05-05,2,5,5,2000,5
12,2000-05-05,4,5,5,2000,8
12,2000-05-09,2,9,5,2000,2
12,2000-05-09,4,9,5,2000,9
12,2000-07-27,2,27,7,2000,1
12,2000-09-10,2,10,9,2000,1
12,2001-05-13,4,13,5,2001,2
12,2001-05-20,4,20,5,2001,3
12,2001-09-01,2,1,9,2001,2
12,2001-09-08,2,8,9,2001,1
12,2002-04-05,2,5,4,2002,1
12,2002-04-17,2,17,4,2002,1
12,2002-05-01,4,1,5,2002,2
12,2002-05-12,4,12,5,2002,3
12,2002-05-16,2,16,5,2002,1
12,2002-05-16,4,16,5,2002,1
12,2002-06-27,2,27,6,2002,4
12,2002-07-04,2,4,7,2002,1
12,2002-07-11,2,11,7,2002,1
12,2002-08-14,2,14,8,2002,1
12,2002-08-29,2,29,8,2002,4
12,2002-09-03,2,3,9,2002,1
12,2002-09-21,2,21,9,2002,1
12,2003-05-07,2,7,5,2003,1
12,2003-05-07,4,7,5,2003,1
12,2003-05-11,2,11,5,2003,1
12,2003-05-11,4,11,5,2003,1
12,2003-05-24,4,24,5,2003,1
12,2003-05-31,4,31,5,2003,3
12,2003-06-07,2,7,6,2003,1
12,2003-06-15,2,15,6,2003,2
12,2003-06-22,2,22,6,2003,5
12,2003-06-26,2,26,6,2003,8
12,2003-06-28,2,28,6,2003,5
12,2003-07-06,2,6,7,2003,7
12,2003-07-11,2,11,7,2003,4
12,2003-07-15,2,15,7,2003,1
12,2003-07-27,2,27,7,2003,4
12,2003-07-31,2,31,7,2003,3
12,2003-08-06,2,6,8,2003,5
12,2003-08-14,2,14,8,2003,2
12,2004-04-23,2,23,4,2004,3
12,2004-05-02,2,2,5,2004,4
12,2004-05-16,2,16,5,2004,2
12,2004-05-16,4,16,5,2004,2
12,2004-06-22,2,22,6,2004,3
12,2004-06-27,2,27,6,2004,2
12,2004-07-05,2,5,7,2004,9
12,2004-07-13,2,13,7,2004,14
12,2004-07-19,2,19,7,2004,6
12,2004-07-23,2,23,7,2004,4
12,2004-09-19,2,19,9,2004,1
14,2000-04-27,2,27,4,2000,2
14,2000-04-27,4,27,4,2000,2
14,2003-06-13,2,13,6,2003,1
14,2003-07-28,2,28,7,2003,1
14,2004-04-09,2,9,4,2004,1
14,2004-04-23,2,23,4,2004,4
14,2004-05-07,2,7,5,2004,2
14,2004-05-18,2,18,5,2004,2
14,2004-05-24,2,24,5,2004,1
14,2004-05-24,4,24,5,2004,1
14,2004-06-03,2,3,6,2004,2
14,2004-06-21,2,21,6,2004,2
14,2004-06-24,2,24,6,2004,1
14,2004-07-05,2,5,7,2004,5
14,2004-07-15,2,15,7,2004,1
15,2000-04-19,2,19,4,2000,1
15,2000-04-23,4,23,4,2000,2
15,2000-04-30,4,30,4,2000,4
15,2000-05-05,4,5,5,2000,1
15,2000-05-12,4,12,5,2000,2
15,2000-07-26,2,26,7,2000,1
15,2000-09-24,2,24,9,2000,1
15,2001-05-12,4,12,5,2001,4
15,2001-05-20,4,20,5,2001,2
15,2001-09-28,2,28,9,2001,1
15,2002-04-04,4,4,4,2002,2
15,2002-04-07,2,7,4,2002,1
15,2002-04-07,4,7,4,2002,3
15,2002-04-16,4,16,4,2002,2
15,2002-05-09,4,9,5,2002,5
15,2002-05-12,4,12,5,2002,6
15,2002-07-13,2,13,7,2002,6
15,2002-08-10,2,10,8,2002,2
15,2003-04-15,4,15,4,2003,2
15,2003-04-23,4,23,4,2003,4
15,2003-05-03,4,3,5,2003,2
15,2004-04-23,4,23,4,2004,6
15,2004-05-03,4,3,5,2004,5
15,2004-05-16,4,16,5,2004,3
15,2004-05-22,4,22,5,2004,2
15,2004-07-06,2,6,7,2004,1
16,2000-05-01,2,1,5,2000,1
16,2000-05-07,4,7,5,2000,2
16,2000-05-14,4,14,5,2000,4
16,2000-07-12,2,12,7,2000,1
16,2000-07-15,2,15,7,2000,2
16,2000-08-21,2,21,8,2000,1
16,2001-06-03,4,3,6,2001,2
16,2001-07-02,2,2,7,2001,2
16,2001-07-08,2,8,7,2001,2
16,2001-07-16,2,16,7,2001,4
16,2001-07-23,2,23,7,2001,1
16,2001-09-10,2,10,9,2001,1
16,2001-09-16,2,16,9,2001,4
16,2002-04-08,4,8,4,2002,4
16,2002-04-15,2,15,4,2002,1
16,2002-04-15,4,15,4,2002,1
16,2002-05-10,4,10,5,2002,5
16,2002-05-16,4,16,5,2002,4
16,2002-06-11,4,11,6,2002,1
16,2002-06-19,2,19,6,2002,1
16,2002-06-26,2,26,6,2002,6
16,2002-07-03,2,3,7,2002,2
16,2002-07-10,2,10,7,2002,6
16,2002-07-15,2,15,7,2002,2
16,2002-07-22,2,22,7,2002,1
16,2002-08-05,2,5,8,2002,1
16,2002-08-12,2,12,8,2002,3
16,2002-08-22,2,22,8,2002,7
16,2002-09-11,2,11,9,2002,1
16,2003-04-03,2,3,4,2003,5
16,2003-04-15,2,15,4,2003,1
16,2003-05-06,4,6,5,2003,3
16,2003-05-28,2,28,5,2003,1
16,2003-06-04,2,4,6,2003,1
16,2003-06-15,2,15,6,2003,2
16,2003-06-20,2,20,6,2003,3
16,2003-06-25,2,25,6,2003,7
16,2003-07-05,2,5,7,2003,2
16,2003-07-09,2,9,7,2003,1
16,2003-08-03,2,3,8,2003,7
16,2003-08-05,2,5,8,2003,8
16,2003-08-12,2,12,8,2003,2
16,2004-04-02,2,2,4,2004,4
16,2004-04-09,2,9,4,2004,1
16,2004-04-16,2,16,4,2004,2
16,2004-05-07,4,7,5,2004,1
16,2004-05-15,4,15,5,2004,2
16,2004-05-20,4,20,5,2004,5
16,2004-05-27,4,27,5,2004,2
16,2004-06-04,2,4,6,2004,1
16,2004-06-17,2,17,6,2004,2
16,2004-06-25,2,25,6,2004,2
16,2004-07-10,2,10,7,2004,1
16,2004-08-07,2,7,8,2004,1
16,2004-08-14,2,14,8,2004,2
19,2000-08-29,2,29,8,2000,1
19,2001-04-30,2,30,4,2001,1
19,2001-09-04,2,4,9,2001,2
19,2001-09-11,2,11,9,2001,2
19,2003-06-20,2,20,6,2003,1
19,2003-08-04,2,4,8,2003,3
19,2003-08-09,2,9,8,2003,1
19,2003-08-15,2,15,8,2003,1
19,2003-08-20,2,20,8,2003,1
19,2004-06-28,2,28,6,2004,1
19,2004-09-01,2,1,9,2004,1
21,2000-04-19,4,19,4,2000,1
21,2000-04-27,4,27,4,2000,4
21,2000-05-16,4,16,5,2000,5
21,2000-05-24,4,24,5,2000,10
21,2000-05-31,4,31,5,2000,7
21,2000-06-07,4,7,6,2000,3
21,2001-05-11,2,11,5,2001,1
21,2001-05-11,4,11,5,2001,2
21,2001-05-21,4,21,5,2001,1
21,2001-05-30,4,30,5,2001,1
21,2001-06-05,4,5,6,2001,1
21,2001-07-26,2,26,7,2001,1
21,2001-08-24,2,24,8,2001,1
21,2001-09-06,2,6,9,2001,2
21,2002-04-03,4,3,4,2002,1
21,2002-04-16,4,16,4,2002,1
21,2002-04-23,4,23,4,2002,6
21,2002-05-03,4,3,5,2002,3
21,2002-05-10,4,10,5,2002,3
21,2002-05-16,4,16,5,2002,7
21,2002-05-31,4,31,5,2002,1
21,2002-07-04,2,4,7,2002,2
21,2002-07-15,2,15,7,2002,1
21,2002-09-10,2,10,9,2002,1
21,2003-04-11,2,11,4,2003,1
21,2003-04-27,2,27,4,2003,1
21,2003-04-27,4,27,4,2003,18
21,2003-04-30,4,30,4,2003,1
21,2003-05-05,4,5,5,2003,1
21,2003-05-09,4,9,5,2003,10
21,2003-05-26,4,26,5,2003,1
21,2003-05-30,4,30,5,2003,2
21,2003-06-17,2,17,6,2003,4
21,2003-07-07,2,7,7,2003,13
21,2003-07-10,2,10,7,2003,1
21,2003-08-03,2,3,8,2003,2
21,2003-08-06,2,6,8,2003,1
21,2003-08-14,2,14,8,2003,4
21,2003-08-23,2,23,8,2003,5
21,2003-08-30,2,30,8,2003,12
21,2003-09-04,2,4,9,2003,3
21,2003-09-19,2,19,9,2003,1
21,2003-09-23,2,23,9,2003,1
21,2004-04-09,2,9,4,2004,2
21,2004-04-19,2,19,4,2004,2
21,2004-04-22,2,22,4,2004,1
21,2004-04-25,2,25,4,2004,7
21,2004-04-25,4,25,4,2004,9
21,2004-05-02,2,2,5,2004,5
21,2004-05-02,4,2,5,2004,6
21,2004-05-14,4,14,5,2004,6
21,2004-05-18,4,18,5,2004,2
21,2004-05-23,2,23,5,2004,3
21,2004-05-23,4,23,5,2004,18
21,2004-05-29,4,29,5,2004,4
21,2004-06-06,2,6,6,2004,4
21,2004-06-06,4,6,6,2004,1
21,2004-06-12,2,12,6,2004,4
21,2004-06-20,4,20,6,2004,1
21,2004-07-13,2,13,7,2004,2
21,2004-07-17,2,17,7,2004,6
21,2004-07-23,2,23,7,2004,8
21,2004-07-31,2,31,7,2004,12
21,2004-08-07,2,7,8,2004,1
21,2004-09-01,2,1,9,2004,7
21,2004-09-08,2,8,9,2004,1
21,2004-09-28,2,28,9,2004,1
23,2000-04-10,4,10,4,2000,1
23,2000-05-02,4,2,5,2000,8
23,2000-05-10,4,10,5,2000,4
23,2000-05-15,4,15,5,2000,4
23,2000-05-24,4,24,5,2000,1
23,2000-05-29,4,29,5,2000,1
23,2000-07-25,2,25,7,2000,1
23,2001-04-17,2,17,4,2001,1
23,2001-05-04,4,4,5,2001,3
23,2001-05-08,4,8,5,2001,5
23,2001-05-15,4,15,5,2001,4
23,2001-05-21,4,21,5,2001,4
23,2002-04-09,2,9,4,2002,1
23,2002-04-15,4,15,4,2002,1
23,2002-05-01,4,1,5,2002,11
23,2002-05-10,4,10,5,2002,8
23,2002-05-16,4,16,5,2002,7
23,2002-05-27,4,27,5,2002,5
23,2002-07-15,2,15,7,2002,1
23,2002-09-11,2,11,9,2002,1
23,2003-04-16,4,16,4,2003,17
23,2003-04-23,4,23,4,2003,5
23,2003-05-04,4,4,5,2003,11
23,2003-05-09,4,9,5,2003,7
23,2003-05-14,4,14,5,2003,5
23,2003-05-25,4,25,5,2003,1
23,2003-07-04,2,4,7,2003,1
23,2003-08-02,2,2,8,2003,1
23,2004-04-23,4,23,4,2004,4
23,2004-05-02,4,2,5,2004,1
23,2004-05-13,4,13,5,2004,5
23,2004-05-25,4,25,5,2004,4
23,2004-05-27,4,27,5,2004,6
23,2004-07-19,2,19,7,2004,1
23,2004-09-15,2,15,9,2004,1
23,2004-09-24,2,24,9,2004,1
24,2000-04-06,2,6,4,2000,1
24,2000-05-10,2,10,5,2000,1
24,2001-08-21,2,21,8,2001,1
24,2001-09-17,2,17,9,2001,1
24,2002-04-24,2,24,4,2002,1
24,2002-05-16,2,16,5,2002,1
24,2002-07-12,2,12,7,2002,2
24,2003-06-16,2,16,6,2003,4
24,2003-07-09,2,9,7,2003,1
24,2003-09-04,2,4,9,2003,1
24,2003-09-12,2,12,9,2003,2
24,2003-09-16,2,16,9,2003,2
24,2004-04-07,2,7,4,2004,1
24,2004-08-03,2,3,8,2004,1
24,2004-08-13,2,13,8,2004,2
24,2004-08-20,2,20,8,2004,1
25,2000-05-05,2,5,5,2000,1
25,2000-05-05,4,5,5,2000,6
25,2000-05-15,2,15,5,2000,1
25,2000-05-15,4,15,5,2000,2
25,2000-05-22,4,22,5,2000,1
25,2000-05-31,4,31,5,2000,1
25,2000-07-27,2,27,7,2000,2
25,2000-08-07,2,7,8,2000,6
25,2001-08-01,2,1,8,2001,2
25,2001-08-21,2,21,8,2001,1
25,2001-08-28,2,28,8,2001,2
25,2001-09-21,2,21,9,2001,1
25,2001-09-26,2,26,9,2001,2
25,2002-04-22,2,22,4,2002,1
25,2002-05-01,4,1,5,2002,1
25,2002-05-08,4,8,5,2002,1
25,2002-06-11,2,11,6,2002,1
25,2002-08-13,2,13,8,2002,2
25,2002-08-22,2,22,8,2002,1
25,2003-04-29,4,29,4,2003,3
25,2003-05-09,4,9,5,2003,1
